province,region,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,showers_sum,precipitation_hours,relative_humidity_2m_mean,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,pressure_msl_mean,cloud_cover_mean,dew_point_2m_mean,snowfall_sum,et0_fao_evapotranspiration,latitude,longitude,sunshine_hours,daylight_hours,month,week,weather_code,wind_direction_10m_dominant,sunrise,sunset,season
Thanh Hóa,Bắc Trung Bộ,2025-12-06,20.327272727272728,23.463636363636365,17.954545454545453,21.490909090909092,24.60909090909091,18.87272727272727,0.12727272727272726,0.12727272727272726,0.0,1.0909090909090908,81.81818181818181,13.409090909090908,26.281818181818185,11.503636363636364,1018.9454545454545,55.72727272727273,17.009090909090908,0.0,2.2436363636363637,19.8074,105.77639999999998,8.097272727272728,10.984545454545454,12,49,51,36,1970-01-21 10:16:41.890909091,1970-01-21 10:17:21.425454545,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-07,20.60909090909091,24.41818181818182,17.37272727272727,22.663636363636364,26.11818181818182,19.427272727272726,1.3727272727272728,1.3727272727272728,0.0,6.636363636363637,88.63636363636364,15.163636363636364,28.872727272727275,11.035454545454545,1018.3181818181819,62.45454545454545,18.554545454545455,0.0,2.0890909090909093,19.8074,105.77639999999998,8.32181818181818,10.97909090909091,12,49,51,23,1970-01-21 10:18:08.318181818,1970-01-21 10:18:47.841818181,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-08,20.8,24.327272727272728,17.70909090909091,21.990909090909092,24.94545454545454,19.0,0.4727272727272727,0.4727272727272727,0.0,2.272727272727273,82.63636363636364,16.927272727272726,33.09090909090909,14.251818181818182,1019.8363636363637,46.45454545454545,17.472727272727273,0.0,2.7072727272727275,19.8074,105.77639999999998,9.89090909090909,10.97090909090909,12,50,51,31,1970-01-21 10:19:34.756363636,1970-01-21 10:20:14.263636363,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-09,20.072727272727274,24.44545454545454,16.445454545454545,21.072727272727274,24.763636363636362,17.09090909090909,0.10909090909090909,0.10909090909090909,0.0,0.9090909090909091,81.0909090909091,14.227272727272727,27.80909090909091,13.845454545454546,1018.8181818181819,60.72727272727273,16.427272727272726,0.0,2.692727272727273,19.8074,105.77639999999998,9.946363636363635,10.967272727272727,12,50,51,40,1970-01-21 10:21:01.194545454,1970-01-21 10:21:40.669090909,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-10,20.87272727272727,25.5,16.7,22.59090909090909,27.09090909090909,18.254545454545454,0.0,0.0,0.0,0.0,84.0,15.6,29.045454545454547,13.631818181818181,1017.7363636363636,58.36363636363637,17.80909090909091,0.0,2.6263636363636365,19.8074,105.77639999999998,9.399090909090908,10.960909090909091,12,50,3,48,1970-01-21 10:22:27.627272727,1970-01-21 10:23:07.085454545,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-11,21.40909090909091,22.818181818181817,20.30909090909091,23.154545454545453,24.11818181818182,22.345454545454547,0.8727272727272727,0.8727272727272727,0.0,5.909090909090909,82.9090909090909,14.454545454545455,27.10909090909091,5.289090909090909,1017.6181818181819,99.27272727272727,18.3,0.0,1.3672727272727274,19.8074,105.77639999999998,0.84,10.957272727272727,12,50,51,9,1970-01-21 10:23:54.070909091,1970-01-21 10:24:33.507272727,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-12,21.963636363636365,24.88181818181818,20.11818181818182,24.572727272727274,28.00909090909091,22.30909090909091,2.145454545454545,2.145454545454545,0.0,4.090909090909091,84.9090909090909,11.481818181818182,21.900000000000002,10.068181818181818,1015.5545454545455,84.0,19.236363636363635,0.0,1.997272727272727,19.8074,105.77639999999998,5.58909090909091,10.950909090909091,12,50,53,49,1970-01-21 10:25:20.498181818,1970-01-21 10:25:59.929090909,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-13,20.936363636363637,23.29090909090909,16.845454545454547,22.972727272727273,27.1,15.572727272727274,29.90909090909091,29.90909090909091,0.0,20.545454545454547,94.18181818181819,27.345454545454547,47.809090909090905,3.6845454545454546,1017.8909090909091,96.54545454545455,19.981818181818184,0.0,0.8463636363636364,19.8074,105.77639999999998,0.0036363636363636364,10.94909090909091,12,50,63,7,1970-01-21 10:26:46.936363636,1970-01-21 10:27:26.345454545,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-14,16.40909090909091,18.354545454545455,15.272727272727273,15.463636363636363,17.254545454545454,13.97272727272727,7.627272727272728,7.627272727272728,0.0,13.454545454545455,79.36363636363636,20.981818181818184,36.50909090909091,4.61,1022.2363636363636,91.36363636363636,12.663636363636362,0.0,1.2363636363636363,19.8074,105.77639999999998,1.3745454545454545,10.944545454545455,12,50,55,5,1970-01-21 10:28:13.363636363,1970-01-21 10:28:52.767272727,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-15,18.38181818181818,21.599999999999998,15.218181818181819,18.536363636363635,22.20909090909091,14.772727272727273,0.0,0.0,0.0,0.0,75.81818181818181,11.072727272727272,22.681818181818183,8.555454545454545,1019.4818181818181,72.36363636363636,13.881818181818181,0.0,1.8609090909090908,19.8074,105.77639999999998,3.1554545454545457,10.94090909090909,12,51,3,6,1970-01-21 10:29:39.796363636,1970-01-21 10:30:19.189090909,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-16,20.21818181818182,22.972727272727273,17.29090909090909,21.663636363636364,24.454545454545453,18.39090909090909,0.2,0.2,0.0,1.6363636363636365,83.27272727272727,11.527272727272727,22.572727272727274,7.3518181818181825,1017.9363636363636,95.18181818181819,17.20909090909091,0.0,1.5990909090909091,19.8074,105.77639999999998,1.66,10.94,12,51,51,1,1970-01-21 10:31:06.229090909,1970-01-21 10:31:45.605454545,Đông
Thanh Hóa,Bắc Trung Bộ,2025-12-17,20.463636363636365,23.427272727272726,18.39090909090909,21.563636363636363,24.372727272727275,19.60909090909091,3.372727272727273,3.372727272727273,0.0,8.454545454545455,86.36363636363636,18.572727272727274,33.00909090909091,6.463636363636363,1019.8363636363637,76.9090909090909,18.009090909090908,0.0,1.5063636363636363,19.8074,105.77639999999998,2.953636363636363,10.937272727272727,12,51,51,14,1970-01-21 10:32:32.656363636,1970-01-21 10:33:12.043636363,Đông
