province,region,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,showers_sum,precipitation_hours,relative_humidity_2m_mean,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,pressure_msl_mean,cloud_cover_mean,dew_point_2m_mean,snowfall_sum,et0_fao_evapotranspiration,latitude,longitude,sunshine_hours,daylight_hours,month,week,weather_code,wind_direction_10m_dominant,sunrise,sunset,season
Nghệ An,Bắc Trung Bộ,2026-02-02,18.927272727272726,20.29090909090909,17.88181818181818,19.072727272727274,20.10909090909091,18.045454545454547,5.290909090909091,5.290909090909091,0.0,15.272727272727273,87.18181818181819,22.09090909090909,41.945454545454545,6.338181818181818,1022.5181818181819,90.36363636363636,16.69090909090909,0.0,1.410909090909091,18.6796,105.68129999999998,1.5854545454545452,11.342727272727272,2,6,53,21,1970-01-21 11:40:13.810909091,1970-01-21 11:40:54.638181818,Đông
Nghệ An,Bắc Trung Bộ,2026-02-03,18.572727272727274,20.709090909090907,16.30909090909091,18.945454545454545,20.945454545454545,16.163636363636364,0.17272727272727273,0.17272727272727273,0.0,1.5454545454545454,81.0909090909091,14.490909090909092,29.0,8.021818181818182,1022.5,85.36363636363636,15.145454545454545,0.0,1.7481818181818183,18.6796,105.68129999999998,1.8,11.358181818181817,2,6,51,3,1970-01-21 11:41:40.189090909,1970-01-21 11:42:21.076363636,Đông
Nghệ An,Bắc Trung Bộ,2026-02-04,20.027272727272727,24.718181818181815,16.345454545454547,21.663636363636364,26.436363636363637,17.69090909090909,0.0,0.0,0.0,0.0,86.0,17.39090909090909,34.45454545454545,17.005454545454544,1017.7545454545453,50.90909090909091,17.400000000000002,0.0,3.0136363636363637,18.6796,105.68129999999998,10.64,11.371818181818183,2,6,3,117,1970-01-21 11:43:06.572727272,1970-01-21 11:43:47.509090909,Đông
Nghệ An,Bắc Trung Bộ,2026-02-05,21.481818181818184,26.127272727272725,18.454545454545453,24.045454545454547,30.063636363636363,20.727272727272727,0.0,0.0,0.0,0.0,88.9090909090909,16.818181818181817,33.43636363636364,16.86,1014.3545454545455,46.72727272727273,19.454545454545453,0.0,3.039090909090909,18.6796,105.68129999999998,8.831818181818182,11.386363636363637,2,6,3,104,1970-01-21 11:44:32.956363636,1970-01-21 11:45:13.936363636,Đông
Nghệ An,Bắc Trung Bộ,2026-02-06,22.081818181818182,25.745454545454546,19.88181818181818,25.018181818181816,28.754545454545454,22.963636363636365,0.11818181818181818,0.11818181818181818,0.0,1.0909090909090908,89.9090909090909,15.8,31.518181818181816,14.494545454545454,1013.4454545454545,71.36363636363636,20.19090909090909,0.0,2.6763636363636363,18.6796,105.68129999999998,8.15090909090909,11.4,2,6,51,56,1970-01-21 11:45:59.329090909,1970-01-21 11:46:40.374545454,Đông
Nghệ An,Bắc Trung Bộ,2026-02-07,22.536363636363635,25.245454545454546,20.845454545454547,24.954545454545453,27.545454545454547,23.58181818181818,0.9,0.9,0.0,5.818181818181818,87.9090909090909,15.236363636363636,30.318181818181817,14.658181818181818,1015.3818181818183,65.63636363636364,20.236363636363635,0.0,2.75,18.6796,105.68129999999998,9.976363636363637,11.416363636363636,2,6,51,101,1970-01-21 11:47:25.701818181,1970-01-21 11:48:06.796363636,Đông
Nghệ An,Bắc Trung Bộ,2026-02-08,19.854545454545455,23.536363636363635,15.6,20.33636363636364,24.89090909090909,14.227272727272727,29.236363636363638,29.236363636363638,0.0,23.0,90.81818181818181,29.927272727272726,53.39090909090908,8.82909090909091,1019.2090909090908,92.72727272727273,18.263636363636365,0.0,1.6636363636363638,18.6796,105.68129999999998,5.293636363636363,11.43,2,6,63,42,1970-01-21 11:48:52.074545454,1970-01-21 11:49:33.234545454,Đông
Nghệ An,Bắc Trung Bộ,2026-02-09,16.927272727272726,20.054545454545455,14.609090909090908,16.400000000000002,20.318181818181817,13.02727272727273,3.8818181818181823,3.8818181818181823,0.0,5.363636363636363,81.63636363636364,19.11818181818182,34.300000000000004,9.068181818181818,1019.8454545454545,88.54545454545455,13.654545454545454,0.0,1.8327272727272728,18.6796,105.68129999999998,2.541818181818182,11.446363636363635,2,7,51,324,1970-01-21 11:50:18.452727272,1970-01-21 11:50:59.656363636,Đông
Nghệ An,Bắc Trung Bộ,2026-02-10,19.154545454545453,22.927272727272726,16.345454545454547,20.509090909090908,24.527272727272727,17.263636363636365,0.03636363636363637,0.03636363636363637,0.0,0.36363636363636365,85.81818181818181,12.854545454545455,26.218181818181815,10.975454545454546,1017.8727272727273,88.9090909090909,16.663636363636364,0.0,2.0527272727272727,18.6796,105.68129999999998,5.399090909090909,11.461818181818183,2,7,3,10,1970-01-21 11:51:44.836363636,1970-01-21 11:52:26.094545454,Đông
Nghệ An,Bắc Trung Bộ,2026-02-11,21.10909090909091,23.7,18.963636363636365,23.472727272727273,25.8,21.527272727272727,1.1636363636363638,1.1636363636363638,0.0,6.2727272727272725,90.0909090909091,14.2,27.954545454545453,12.303636363636365,1019.1545454545455,80.0909090909091,19.30909090909091,0.0,2.2409090909090907,18.6796,105.68129999999998,8.145454545454545,11.476363636363637,2,7,51,54,1970-01-21 11:53:11.209090909,1970-01-21 11:53:52.516363636,Đông
Nghệ An,Bắc Trung Bộ,2026-02-12,21.772727272727273,24.49090909090909,19.654545454545453,24.2,26.427272727272726,22.518181818181816,0.6454545454545454,0.6454545454545454,0.0,4.636363636363637,88.27272727272727,15.118181818181819,30.172727272727272,13.565454545454545,1016.9727272727273,70.0909090909091,19.59090909090909,0.0,2.5263636363636364,18.6796,105.68129999999998,9.085454545454546,11.491818181818182,2,7,51,104,1970-01-21 11:54:37.576363636,1970-01-21 11:55:18.949090909,Đông
Nghệ An,Bắc Trung Bộ,2026-02-13,21.836363636363636,24.936363636363637,19.254545454545454,23.954545454545453,27.154545454545453,21.645454545454545,0.5363636363636364,0.5363636363636364,0.0,3.727272727272727,86.36363636363636,17.936363636363637,33.97272727272727,13.72909090909091,1015.1545454545455,55.90909090909091,19.345454545454547,0.0,2.6363636363636362,18.6796,105.68129999999998,8.705454545454545,11.506363636363636,2,7,51,118,1970-01-21 11:56:03.949090909,1970-01-21 11:56:45.376363636,Đông
Nghệ An,Bắc Trung Bộ,2026-02-14,21.7,25.7,18.945454545454545,24.063636363636363,28.045454545454547,21.554545454545455,0.17272727272727273,0.17272727272727273,0.0,1.6363636363636365,86.63636363636364,17.363636363636363,33.627272727272725,15.772727272727273,1014.8727272727273,47.09090909090909,19.19090909090909,0.0,2.9654545454545453,18.6796,105.68129999999998,9.864545454545455,11.524545454545454,2,7,51,110,1970-01-21 11:57:30.316363636,1970-01-21 11:58:11.787272727,Đông
Nghệ An,Bắc Trung Bộ,2026-02-15,21.790909090909093,26.063636363636363,18.89090909090909,24.181818181818183,29.027272727272727,21.527272727272727,0.0,0.0,0.0,0.0,85.81818181818181,18.418181818181818,36.17272727272727,18.482727272727274,1013.8636363636364,33.45454545454545,19.172727272727272,0.0,3.3736363636363635,18.6796,105.68129999999998,10.56909090909091,11.538181818181817,2,7,3,129,1970-01-21 11:58:56.689090909,1970-01-21 11:59:38.230909091,Đông
Nghệ An,Bắc Trung Bộ,2026-02-16,21.900000000000002,25.936363636363637,18.71818181818182,24.672727272727272,28.6,21.40909090909091,0.1,0.1,0.0,1.0,88.0909090909091,15.4,30.70909090909091,15.097272727272726,1013.7636363636364,55.36363636363637,19.663636363636364,0.0,2.840909090909091,18.6796,105.68129999999998,9.921818181818182,11.554545454545455,2,8,51,76,1970-01-21 12:00:23.056363636,1970-01-21 12:01:04.647272727,Đông
Nghệ An,Bắc Trung Bộ,2026-02-17,22.663636363636364,25.69090909090909,20.972727272727273,25.336363636363636,28.00909090909091,23.69090909090909,4.545454545454546,4.545454545454546,0.0,13.363636363636363,91.18181818181819,20.29090909090909,39.56363636363636,14.021818181818183,1015.7818181818183,77.18181818181819,21.054545454545455,0.0,2.4990909090909095,18.6796,105.68129999999998,8.803636363636365,11.571818181818182,2,8,61,56,1970-01-21 12:01:49.423636363,1970-01-21 12:02:31.080000000,Đông
Nghệ An,Bắc Trung Bộ,2026-02-18,20.881818181818183,22.245454545454546,19.90909090909091,22.418181818181818,24.354545454545452,20.80909090909091,17.29090909090909,17.29090909090909,0.0,22.818181818181817,94.72727272727273,22.88181818181818,41.2,4.998181818181818,1018.6272727272727,98.27272727272727,19.972727272727273,0.0,1.0036363636363637,18.6796,105.68129999999998,0.6609090909090909,11.586363636363636,2,8,63,42,1970-01-21 12:03:15.796363636,1970-01-21 12:03:57.501818181,Đông
Nghệ An,Bắc Trung Bộ,2026-02-19,20.345454545454547,21.936363636363637,19.0,21.672727272727272,23.481818181818184,19.59090909090909,10.990909090909092,10.990909090909092,0.0,21.818181818181817,92.54545454545455,19.21818181818182,35.63636363636363,5.547272727272727,1020.1636363636363,95.63636363636364,19.072727272727274,0.0,1.180909090909091,18.6796,105.68129999999998,0.9027272727272727,11.604545454545454,2,8,61,2,1970-01-21 12:04:42.152727272,1970-01-21 12:05:23.929090909,Đông
Nghệ An,Bắc Trung Bộ,2026-02-20,20.59090909090909,22.427272727272726,19.345454545454547,22.027272727272727,23.772727272727273,20.418181818181818,3.8,3.8,0.0,12.0,88.0,17.79090909090909,32.06363636363636,9.07090909090909,1019.0818181818181,85.0,18.445454545454545,0.0,1.7763636363636364,18.6796,105.68129999999998,4.169090909090909,11.623636363636363,2,8,53,44,1970-01-21 12:06:08.509090909,1970-01-21 12:06:50.350909091,Đông
Nghệ An,Bắc Trung Bộ,2026-02-21,21.572727272727274,26.345454545454547,17.963636363636365,24.10909090909091,30.2,20.054545454545455,0.0,0.0,0.0,0.0,87.45454545454545,16.88181818181818,33.22727272727273,18.394545454545455,1010.5636363636364,41.36363636363637,19.254545454545454,0.0,3.3463636363636367,18.6796,105.68129999999998,9.97,11.636363636363637,2,8,3,113,1970-01-21 12:07:34.876363636,1970-01-21 12:08:16.767272727,Đông
Nghệ An,Bắc Trung Bộ,2026-02-22,22.545454545454547,26.55454545454546,19.818181818181817,25.927272727272726,30.636363636363637,22.963636363636365,0.4454545454545455,0.4454545454545455,0.0,2.0,91.81818181818181,14.509090909090908,28.963636363636365,12.340000000000002,1008.9,85.9090909090909,21.036363636363635,0.0,2.3527272727272726,18.6796,105.68129999999998,5.746363636363636,11.656363636363636,2,8,51,25,1970-01-21 12:09:01.232727272,1970-01-21 12:09:43.200000000,Đông
Nghệ An,Bắc Trung Bộ,2026-02-23,23.60909090909091,26.30909090909091,21.745454545454546,26.545454545454547,29.481818181818184,24.836363636363636,0.36363636363636365,0.36363636363636365,0.0,2.8181818181818183,87.81818181818181,16.88181818181818,33.45454545454545,13.11909090909091,1009.9545454545455,70.0909090909091,21.37272727272727,0.0,2.5427272727272725,18.6796,105.68129999999998,7.8981818181818175,11.673636363636364,2,9,51,116,1970-01-21 12:10:27.589090909,1970-01-21 12:11:09.616363636,Đông
Nghệ An,Bắc Trung Bộ,2026-02-24,23.372727272727275,26.08181818181818,21.827272727272728,26.89090909090909,29.963636363636365,25.481818181818184,0.8818181818181817,0.8818181818181817,0.0,5.818181818181818,90.54545454545455,14.954545454545455,29.58181818181818,10.033636363636363,1011.2363636363636,79.45454545454545,21.700000000000003,0.0,1.950909090909091,18.6796,105.68129999999998,4.441818181818181,11.688181818181818,2,9,51,116,1970-01-21 12:11:53.956363636,1970-01-21 12:12:36.027272727,Đông
Nghệ An,Bắc Trung Bộ,2026-02-25,22.727272727272727,25.154545454545453,21.327272727272728,25.91818181818182,28.036363636363635,24.636363636363637,2.5636363636363635,2.5636363636363635,0.0,7.181818181818182,89.72727272727273,13.245454545454544,27.327272727272728,11.06,1012.2636363636364,68.72727272727273,20.90909090909091,0.0,2.111818181818182,18.6796,105.68129999999998,5.886363636363637,11.706363636363637,2,9,53,100,1970-01-21 12:13:20.312727272,1970-01-21 12:14:02.465454545,Đông
Nghệ An,Bắc Trung Bộ,2026-02-26,22.8,25.681818181818183,20.69090909090909,26.00909090909091,28.872727272727275,24.10909090909091,0.3909090909090909,0.3909090909090909,0.0,1.9090909090909092,88.0909090909091,13.536363636363637,27.69090909090909,13.181818181818182,1009.9181818181819,66.9090909090909,20.60909090909091,0.0,2.541818181818182,18.6796,105.68129999999998,8.434545454545455,11.724545454545455,2,9,3,97,1970-01-21 12:14:46.669090909,1970-01-21 12:15:28.887272727,Đông
Nghệ An,Bắc Trung Bộ,2026-02-27,23.9,27.90909090909091,21.454545454545453,28.09090909090909,32.47272727272727,25.227272727272727,0.30000000000000004,0.30000000000000004,0.0,1.8181818181818181,90.9090909090909,14.145454545454545,27.69090909090909,13.238181818181818,1007.0727272727272,56.18181818181818,22.2,0.0,2.5863636363636364,18.6796,105.68129999999998,7.467272727272728,11.741818181818182,2,9,51,124,1970-01-21 12:16:13.036363636,1970-01-21 12:16:55.298181818,Đông
Nghệ An,Bắc Trung Bộ,2026-02-28,25.045454545454547,29.38181818181818,22.181818181818183,29.436363636363637,34.46363636363637,26.245454545454546,1.2909090909090908,1.2909090909090908,0.0,3.8181818181818183,88.54545454545455,16.55454545454546,30.936363636363637,17.503636363636364,1005.5727272727272,42.63636363636363,22.8,0.0,3.5036363636363634,18.6796,105.68129999999998,9.978181818181818,11.758181818181818,2,9,51,135,1970-01-21 12:17:39.392727272,1970-01-21 12:18:21.730909091,Đông
Nghệ An,Bắc Trung Bộ,2026-03-01,25.981818181818184,30.154545454545453,22.89090909090909,30.681818181818183,35.72727272727273,27.218181818181815,0.10909090909090911,0.10909090909090911,0.0,0.9090909090909091,85.81818181818181,16.181818181818183,30.327272727272728,18.802727272727275,1005.4636363636364,59.81818181818182,23.245454545454546,0.0,3.819090909090909,18.6796,105.68129999999998,10.998181818181818,11.776363636363635,3,9,51,111,1970-01-21 12:19:05.749090909,1970-01-21 12:19:48.147272727,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-02,26.672727272727272,31.927272727272726,22.79090909090909,31.61818181818182,37.75454545454546,27.163636363636364,0.29090909090909095,0.29090909090909095,0.0,1.0,84.0,13.536363636363637,25.572727272727274,18.727272727272727,1006.7272727272727,32.72727272727273,23.354545454545452,0.0,3.9263636363636363,18.6796,105.68129999999998,11.096363636363636,11.79181818181818,3,10,3,111,1970-01-21 12:20:32.116363636,1970-01-21 12:21:14.563636363,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-03,23.11818181818182,25.94545454545454,21.29090909090909,25.89090909090909,30.645454545454548,22.990909090909092,6.863636363636363,6.863636363636363,0.0,12.727272727272727,91.18181818181819,25.954545454545453,50.0,7.835454545454545,1011.1,83.36363636363636,21.545454545454547,0.0,1.6390909090909092,18.6796,105.68129999999998,2.152727272727273,11.81,3,10,55,32,1970-01-21 12:21:58.472727272,1970-01-21 12:22:40.985454545,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-04,20.072727272727274,21.227272727272727,19.2,20.70909090909091,22.854545454545455,19.490909090909092,8.018181818181818,8.018181818181818,0.0,14.181818181818182,84.63636363636364,21.863636363636363,37.945454545454545,5.874545454545455,1015.9181818181819,98.27272727272727,17.354545454545455,0.0,1.497272727272727,18.6796,105.68129999999998,0.006363636363636364,11.826363636363636,3,10,61,18,1970-01-21 12:23:24.829090909,1970-01-21 12:24:07.407272727,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-05,20.463636363636365,21.981818181818184,19.12727272727273,21.954545454545453,23.527272727272727,20.327272727272728,2.3272727272727276,2.3272727272727276,0.0,10.727272727272727,84.72727272727273,12.963636363636363,25.163636363636364,6.840909090909091,1015.2636363636364,99.45454545454545,17.763636363636365,0.0,1.530909090909091,18.6796,105.68129999999998,0.5872727272727273,11.843636363636364,3,10,53,352,1970-01-21 12:24:51.185454545,1970-01-21 12:25:33.818181818,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-06,20.90909090909091,23.045454545454547,19.69090909090909,22.71818181818182,25.05454545454546,21.227272727272727,7.927272727272728,7.927272727272728,0.0,15.909090909090908,89.63636363636364,16.645454545454545,31.58181818181818,7.1872727272727275,1016.4454545454545,88.63636363636364,19.081818181818182,0.0,1.4945454545454546,18.6796,105.68129999999998,2.149090909090909,11.859999999999998,3,10,53,20,1970-01-21 12:26:17.541818181,1970-01-21 12:27:00.245454545,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-07,22.472727272727273,24.7,20.654545454545453,24.781818181818185,26.754545454545454,23.11818181818182,2.7636363636363637,2.7636363636363637,0.0,11.909090909090908,85.9090909090909,15.52727272727273,30.572727272727274,12.958181818181817,1016.4454545454545,82.81818181818181,19.89090909090909,0.0,2.580909090909091,18.6796,105.68129999999998,6.865454545454545,11.88,3,10,53,70,1970-01-21 12:27:43.892727272,1970-01-21 12:28:26.667272727,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-08,22.88181818181818,26.49090909090909,20.12727272727273,25.036363636363635,28.818181818181817,22.754545454545454,0.29090909090909095,0.29090909090909095,0.0,2.1818181818181817,82.81818181818181,19.3,36.29090909090909,18.82,1016.3090909090909,19.363636363636363,19.59090909090909,0.0,3.6799999999999997,18.6796,105.68129999999998,10.827272727272726,11.896363636363638,3,10,51,111,1970-01-21 12:29:10.249090909,1970-01-21 12:29:53.067272727,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-09,22.081818181818182,25.045454545454547,19.37272727272727,23.845454545454547,27.41818181818182,18.7,5.218181818181818,5.218181818181818,0.0,16.181818181818183,87.54545454545455,27.163636363636364,47.99090909090909,15.211818181818183,1018.8363636363637,67.36363636363636,19.863636363636363,0.0,2.92,18.6796,105.68129999999998,9.017272727272728,11.913636363636364,3,11,53,37,1970-01-21 12:30:36.600000000,1970-01-21 12:31:19.494545454,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-10,18.80909090909091,20.418181818181818,16.854545454545455,18.236363636363635,20.354545454545455,16.0,3.2363636363636363,3.2363636363636363,0.0,7.454545454545454,76.54545454545455,22.745454545454546,40.60909090909091,7.691818181818181,1022.1363636363636,92.81818181818181,14.463636363636363,0.0,2.0527272727272727,18.6796,105.68129999999998,0.7418181818181818,11.93,3,11,51,6,1970-01-21 12:32:02.956363636,1970-01-21 12:32:45.905454545,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-11,19.78181818181818,22.227272727272727,17.21818181818182,20.472727272727273,23.063636363636363,17.39090909090909,0.38181818181818183,0.38181818181818183,0.0,3.090909090909091,79.54545454545455,14.627272727272727,28.91818181818182,10.680909090909092,1018.4909090909091,91.27272727272727,16.09090909090909,0.0,2.2636363636363637,18.6796,105.68129999999998,3.5009090909090905,11.95,3,11,51,0,1970-01-21 12:33:29.307272727,1970-01-21 12:34:12.327272727,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-12,20.88181818181818,22.681818181818183,19.681818181818183,21.61818181818182,22.89090909090909,20.509090909090908,0.7545454545454546,0.7545454545454546,0.0,3.727272727272727,78.27272727272727,18.481818181818184,35.627272727272725,9.986363636363636,1017.8727272727273,85.72727272727273,16.88181818181818,0.0,2.338181818181818,18.6796,105.68129999999998,3.877272727272727,11.97,3,11,3,36,1970-01-21 12:34:55.652727272,1970-01-21 12:35:38.732727272,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-13,20.599999999999998,23.163636363636364,18.900000000000002,21.363636363636363,23.454545454545453,19.79090909090909,0.8818181818181817,0.8818181818181817,0.0,4.545454545454546,79.18181818181819,17.61818181818182,34.836363636363636,11.71,1018.9090909090909,77.81818181818181,16.78181818181818,0.0,2.4618181818181815,18.6796,105.68129999999998,5.566363636363636,11.986363636363636,3,11,51,2,1970-01-21 12:36:22.009090909,1970-01-21 12:37:05.160000000,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-14,21.009090909090908,23.70909090909091,19.163636363636364,22.954545454545453,26.29090909090909,20.509090909090908,3.4909090909090907,3.4909090909090907,0.0,8.454545454545455,86.36363636363636,14.4,27.972727272727273,11.69090909090909,1019.1,84.0909090909091,18.581818181818182,0.0,2.2972727272727274,18.6796,105.68129999999998,5.857272727272728,12.0,3,11,53,29,1970-01-21 12:37:48.360000000,1970-01-21 12:38:31.570909091,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-15,21.60909090909091,24.263636363636362,19.400000000000002,23.572727272727274,25.8,21.599999999999998,3.1636363636363636,3.1636363636363636,0.0,11.727272727272727,86.0,18.736363636363635,37.154545454545456,15.32909090909091,1018.4090909090909,57.09090909090909,19.054545454545455,0.0,2.8536363636363635,18.6796,105.68129999999998,9.738181818181818,12.02,3,11,53,104,1970-01-21 12:39:14.705454545,1970-01-21 12:39:57.987272727,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-16,22.045454545454547,25.60909090909091,18.79090909090909,23.954545454545453,27.827272727272728,21.063636363636363,0.6181818181818182,0.6181818181818182,0.0,3.727272727272727,82.27272727272727,17.78181818181818,34.163636363636364,17.37727272727273,1015.5909090909091,27.363636363636363,18.754545454545454,0.0,3.4272727272727277,18.6796,105.68129999999998,10.786363636363637,12.04,3,12,51,117,1970-01-21 12:40:41.067272727,1970-01-21 12:41:24.392727272,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-17,22.518181818181816,26.236363636363638,18.863636363636363,24.61818181818182,28.563636363636363,21.345454545454547,0.2636363636363636,0.2636363636363636,0.0,2.0,82.81818181818181,18.827272727272728,35.86363636363637,16.758181818181818,1013.5090909090909,24.818181818181817,19.28181818181818,0.0,3.358181818181818,18.6796,105.68129999999998,11.18,12.06,3,12,51,111,1970-01-21 12:42:07.407272727,1970-01-21 12:42:50.820000000,Xuân
Nghệ An,Bắc Trung Bộ,2026-03-18,23.009090909090908,27.30909090909091,19.154545454545453,26.027272727272727,31.045454545454547,21.87272727272727,0.0,0.0,0.0,0.0,86.0909090909091,18.036363636363635,35.64545454545455,18.336363636363636,1013.2272727272727,29.90909090909091,20.445454545454545,0.0,3.4845454545454544,18.6796,105.68129999999998,11.17090909090909,12.074545454545454,3,12,3,119,1970-01-21 12:43:33.758181818,1970-01-21 12:44:17.225454545,Xuân
